ID	Year of Study	Acquired Skills
17679	1	Design, Python
18831	3	Security, Python, Mathematics, Java
18075	1	Software Engineering, Static Structures
12896		Web Development, Compilation, Dynamic Structures
19493	3	Compilation, Security, Static Structures, Robotics, Mathematics
17906	2	Compilation, Python, Mathematics
12008	3	Python
19565	1	Web Development, Compilation, Mathematics, C++, Python
16558	1	Java, Statistics
13348	4	Compilation, Robotics
19401	4	Python, C++, Statistics
10323	2	Probability, Mathematics, Security, Java, Dynamic Structures
15617	4	
13489	3	Statistics, Web Development, Probability
10363	3	Design, Python, Mathematics, Statistics
19369		Web Development, Software Engineering
11565	3	Compilation
16548	4	Java
11458	1	
11227	4	Security, Web Development, Python
13990	5	Mathematics, Software Engineering, Compilation
14618	2	Probability, Algorithmic, Statistics
19656	5	Software Engineering
12039	3	Java, Static Structures
19998	4	Security, Statistics
13229	4	C++, Java, Statistics
12083	2	C++, Security, Web Development
14019	5	Dynamic Structures
17832	3	Python, Security, C++, Probability, Static Structures
15638	3	Dynamic Structures, Algorithmic, Python, Web Development, Mathematics
14675	1	Probability, Design, Software Engineering
13231	4	Java, Probability, Software Engineering
12614	5	
19832	2	Web Development, Design
18003	5	Java, Security
16905	1	Statistics, Design, Probability, Dynamic Structures
10217	4	C++, Design, Python, Probability, Robotics
10689	2	Java, Security, C++, Web Development, Static Structures
15349	3	
14464	4	Software Engineering, Java, Security, Web Development, Robotics
16821	1	
14585	3	C++, Software Engineering, Statistics, Security, Design
17701	2	Static Structures, Security, Web Development, Statistics, Robotics
12961	2	Compilation, Software Engineering, Probability
13025	4	Mathematics, Java
16818	4	Web Development, Robotics, Compilation
16523	2	Robotics, Design
10956	3	Web Development, Java, Probability, Security
12630	2	Design, Statistics, Algorithmic, Mathematics, Robotics
10369	5	Security, C++, Software Engineering, Statistics, Java
10906	4	Mathematics, Static Structures, Robotics, Statistics, Security
12627	5	Static Structures, Software Engineering, Security, Python, Probability
17468	5	Probability, Compilation, Java, Python, Mathematics
13934	2	Software Engineering
19235	4	Probability, Web Development, Software Engineering, Compilation
16599	4	Software Engineering, Static Structures, Python, Security, C++
12077	1	Statistics
15719	2	Algorithmic
15243	3	Algorithmic, C++
19374	1	Probability, Statistics
15798	3	Statistics, C++, Python, Static Structures, Algorithmic
16171	4	Java, Software Engineering
13802	3	Dynamic Structures, Design
19990	2	Python, Dynamic Structures
14115	5	Dynamic Structures, Static Structures, Robotics, Mathematics
14641	5	Probability
11328	4	Design, Mathematics, Statistics
18243	4	Design, Java, Mathematics, Web Development, Probability
13545	2	C++, Compilation
17646	1	C++
17963	3	Dynamic Structures, Probability, Robotics
13786	4	Static Structures, Java, Dynamic Structures, Compilation, Algorithmic
10818	5	Software Engineering, Probability, Static Structures
10480		Static Structures, Dynamic Structures
11202	3	Statistics, Compilation, C++
12369	2	Algorithmic, Probability, Python, Compilation
11327	1	Probability, Python, Robotics, Design, Mathematics
14532	2	Security, Software Engineering, Dynamic Structures, Statistics, Robotics
14178	1	Dynamic Structures, Algorithmic, Robotics, Mathematics, Design
17099	3	Software Engineering, Design, Python, Static Structures, Mathematics
16852	4	Security, Mathematics, C++, Compilation, Algorithmic
17311		Compilation
10560	5	Algorithmic, Compilation, Static Structures, Design, Probability
13855	1	
16744	2	Compilation, Java, Robotics
13723	1	Python, Static Structures, Java, Software Engineering
13691	2	Python, Dynamic Structures, Algorithmic, Web Development, Software Engineering
19853	3	
16479		Java, Algorithmic
15441	2	Algorithmic, Statistics, Static Structures, Java, Software Engineering
17651	3	Statistics, Software Engineering, Design
11224	1	C++
19163	5	Design
13688	2	C++
19774	5	C++, Statistics
13962	2	Web Development, Statistics
16922	4	
18991	4	Dynamic Structures, C++, Static Structures
11546	4	Security, Statistics, Design
19793	5	Java, Design, Compilation, Static Structures
17875	4	Security, Software Engineering, Dynamic Structures, Web Development, Algorithmic
14454	5	Software Engineering
11177	5	Mathematics, Algorithmic
13909	5	Mathematics, Software Engineering, Web Development, Robotics, Python
10730	1	Mathematics
16590		Dynamic Structures, Compilation
16520		Probability, Dynamic Structures, Security, Software Engineering, Robotics
19523	1	Robotics
18711	2	Compilation, Java, Web Development
16937	2	Static Structures
19424	3	Robotics, Python, Web Development
11455	2	Mathematics
10468	4	Design, Dynamic Structures, Python, Mathematics, Probability
19873	5	C++, Algorithmic, Dynamic Structures, Probability
12134	2	Robotics, Software Engineering, Compilation
17018	2	Statistics
13696	4	Security, Mathematics, Statistics, Web Development, Software Engineering
18988	1	Python, C++, Design
12486	5	Probability
15269	2	Design, Probability
19725	3	Compilation, Design, Static Structures, Security
11323	1	
14591	1	Dynamic Structures, Mathematics, Probability, Compilation, Static Structures
16164	3	Java, Security, Algorithmic, Web Development, Static Structures
19705	3	Compilation, Robotics
19955	1	Compilation, Statistics, Python
16487	4	Java, Robotics, Mathematics
18636	4	Dynamic Structures, Python, Robotics, Java, Static Structures
19578	2	Mathematics, C++
13033	5	Static Structures, Algorithmic
15389	3	Probability
17218	5	Statistics, Software Engineering, Python, Java, Security
14021	2	Design, Static Structures
16113	5	
18114	2	Java, Software Engineering, Web Development, Design
14925	1	Java, Dynamic Structures, Python
12863	2	Design, Probability, Statistics
11171	1	C++, Dynamic Structures, Algorithmic, Static Structures
10899	5	Software Engineering
16928	1	Compilation
16560	3	Java, Dynamic Structures, Probability, Mathematics
13116	2	Java, Compilation
14120	4	Algorithmic, Static Structures
11448	5	Static Structures
18203	4	Web Development, Static Structures
18608	4	Web Development, Java, Design, Security
18365	3	Dynamic Structures, Web Development
12666	1	Compilation
19450	2	Mathematics, C++, Web Development, Java
17586		Algorithmic, Robotics, Design, Python
18431	5	Probability, Python, Design
15753	3	Statistics, Mathematics, Probability
10395	5	Static Structures, Java, Dynamic Structures, Probability
16891	1	Algorithmic, Software Engineering, Mathematics
11086	3	Python, Java, Static Structures, Web Development
19514	1	Design, Algorithmic, C++, Web Development, Security
15996	3	Compilation
14278	1	Algorithmic, Security
18931	4	Compilation, Java, Dynamic Structures, C++
17293	3	Probability, Mathematics, Dynamic Structures
16140	5	Python, Java
18501	4	Static Structures, Dynamic Structures
17346	3	Web Development, Probability, C++, Design, Java
16063	4	Static Structures
18737	1	Design
11208	3	Robotics, Probability, Python
16709	5	Probability, Java, Mathematics, Design
12100	2	Web Development, Static Structures, Statistics, Design
10771	4	Java, Static Structures, Algorithmic, Mathematics, Dynamic Structures
19682	2	Statistics, C++, Design, Probability
10839	5	C++, Design, Probability
12687	1	Java, Security
15234	1	Python, Probability, Compilation
14089	4	Algorithmic
18726	3	Algorithmic, Static Structures, Statistics
13816	3	Mathematics, Probability, Design
15144	1	C++, Security, Probability
12171	4	C++, Dynamic Structures, Security, Mathematics
12864		C++
11057	4	Compilation
16182	1	Compilation
16622	3	C++, Probability, Software Engineering, Statistics
10368	4	Web Development, Static Structures, Algorithmic
12830	4	Robotics
18095	2	C++
19942	3	Software Engineering
16867	1	Web Development, Compilation, Dynamic Structures
12956		Static Structures, Web Development, Security, Compilation
15467	1	Software Engineering, Python
13734	5	Software Engineering, Design, Java, Compilation, Statistics
17841	1	Statistics, C++, Static Structures, Probability, Python
10331	4	Software Engineering, Probability, Python
11258	5	Python, C++, Mathematics
15436	3	Design
15697	3	Probability, Statistics, Python, Java
11053	2	Robotics
18233	1	Java
15472	1	Statistics, Probability, Robotics, Software Engineering
18775		
19579	2	Design, Probability, Java
19364	3	Java, Design, Web Development, Software Engineering
17164	2	Design, Algorithmic, Probability, Compilation, Dynamic Structures
11251	3	Statistics
13938	3	C++, Web Development
17985	1	Probability, Mathematics
18682	1	Python
10745	3	Dynamic Structures, C++
11006	4	Python
16498	1	Software Engineering
19733	1	Software Engineering
19375	3	Design, Python, Compilation
11167	4	Java, Algorithmic, Security, Software Engineering, Compilation
17882		Robotics, Java, Compilation, Mathematics
16362	1	Web Development, C++, Security
10733		Design
12576	1	Algorithmic, Statistics, Design, C++
10668		Algorithmic, Statistics, Security, Probability, Web Development
17525	4	Statistics
15348	1	Java, Robotics
10890	5	Probability, C++, Security
14285	3	Python, Dynamic Structures, Web Development, Java, C++
16888	5	Robotics, Design, Security, Python, Web Development
17088	3	Robotics, Statistics
15914	1	Dynamic Structures, Design, Statistics
10081	4	Statistics, Java, Python
10233	4	Probability, Mathematics
10807	2	Web Development, Software Engineering
14509	5	Robotics, Software Engineering
15503	2	C++, Statistics, Java
10352	3	Python
11482		Probability, Compilation
16787	1	Statistics, Security, Probability, Dynamic Structures, Compilation
19839	3	Web Development
10080	1	Dynamic Structures
10911	4	C++, Statistics, Algorithmic, Robotics
16250	4	Statistics
12019	4	Static Structures, Algorithmic, Software Engineering, Python, Mathematics
17728	5	Probability, Security, Mathematics, Robotics
12022	3	Probability
18981	4	Statistics
16872	2	Statistics, Dynamic Structures
10326	2	Algorithmic, Dynamic Structures
12798	2	Design, Probability, Python, Software Engineering
19598	4	Web Development, Mathematics, Statistics, Design, Dynamic Structures
13824	3	
18611	2	Algorithmic, Compilation, Design, Software Engineering
13832	2	Design
17953		Java, Static Structures, Design, Robotics, Python
13679	1	Dynamic Structures
17103	3	Mathematics, Probability
15867	5	Algorithmic
19352	4	Static Structures, Security, Python
15228	5	Compilation, Web Development, Security
15056	2	C++, Dynamic Structures, Java, Algorithmic, Security
10900	3	Mathematics, Algorithmic
10276	5	Probability, Robotics, Python, Statistics
14601	1	Security, Design
17497	4	Design, Dynamic Structures, Java, Mathematics
15628	5	C++, Statistics
14710	2	Security, Static Structures, Probability, Compilation
15100	1	Web Development, Algorithmic, Security
16789	5	Java, Statistics, Mathematics
18118	1	C++
15177	2	Robotics, Probability, Web Development, Statistics, Compilation
18402	5	Mathematics, Compilation, Probability, Static Structures
18038	2	Software Engineering
16267	3	Java, Design, Python, Compilation, Web Development
14908	1	Mathematics, Robotics, Probability, Algorithmic, Compilation
14209	2	Algorithmic, Web Development, C++
15352	4	C++, Java, Probability, Compilation
13947	1	Dynamic Structures, Java, Security, Web Development, Static Structures
19851	4	Dynamic Structures, Static Structures, Design
12794	4	Mathematics
10230	2	Software Engineering, Web Development, Java, Robotics, Probability
18571	2	Python, Design, Robotics
18945	2	Design, Static Structures
13540	3	
10731	4	Statistics, Software Engineering, Algorithmic, Probability
15889	4	Compilation, Web Development, Robotics, Software Engineering, Static Structures
16491	1	Design, Web Development, Probability, Mathematics
15107	4	Dynamic Structures, Security, Mathematics, Design
14176	4	Compilation, Software Engineering, Python, Java
18499	3	Python, Probability, Design, Algorithmic
18188	1	Compilation
18025	4	Security
14337	4	Statistics, Probability, Security, Algorithmic
14012	2	Security, Mathematics, Java, C++, Software Engineering
13173	5	Python, C++, Software Engineering, Security
16459	3	Compilation, Robotics, Statistics, Static Structures, Dynamic Structures
18322	1	Statistics, Design, Algorithmic, Mathematics
15722	2	Security, Software Engineering
10145	1	C++
16001	1	Web Development, Static Structures, Dynamic Structures
14453	3	Mathematics, Static Structures, Design
19463	5	Probability
15057	5	Design
18441	2	Dynamic Structures
17892	4	Robotics, Web Development, Security
13182	1	Algorithmic, Mathematics, Design
11280	1	Dynamic Structures, Mathematics, Python
14154	1	Dynamic Structures, Software Engineering, Python
17689	4	Java, Security, Probability
18237	4	Java
13133	1	Mathematics, Probability, Software Engineering, Statistics, Dynamic Structures
16665	3	Java, Probability, Web Development, Software Engineering, Dynamic Structures
16729	5	Security, Robotics, Design, Python
13422		Compilation, Software Engineering, Statistics, Design, Security
12126	3	Dynamic Structures
10937	3	Statistics, Compilation
19332	5	Robotics
15282	5	Security, Probability, Robotics, Design
12385	1	Static Structures, Algorithmic, Probability, Design, Mathematics
16600	3	Algorithmic
15581	5	Security
14232	3	Statistics, Web Development
17102	5	Python, Probability, Compilation, Java, Statistics
18132	3	Mathematics, Dynamic Structures, Python, Security
15482	4	Software Engineering, Robotics, Mathematics
10377	5	Robotics, Security
17040	4	Probability
